article_id,affiliation,citedby,pub_title,pub_year,citations,pub_author,eprint,journal_id
549,"CNRS Researcher, UMR 6521, University of Brest, France",720,"Ferrocenyl and pyridyl methylenepyrans as potential precursors of organometallic electron-rich extended bipyrans: Synthesis, characterization and crystal structure",2010,18,"Fatou Ba and Francoise Robin-Le Guen and Nolwenn Cabon and Pascal Le Poul and Stéphane Golhen and Nicolas Le Poul and Bertrand Caro",,344
550,"Assoc. prof., CAVE lab dir., grad. prog. dir. (BME), Dept. of Engineering, Aarhus University",1028,"Spectral characteristics of mechanical heart valve closing sounds.",2002,15,"Peter Johansen and M Lomholt and Hans Nygaard",,310
551,"Ialamic Azad university, Lenjan Branch, Esfahan, Iran",1211,"A study on the variation of forces and temperature in a friction stir welding process: a finite element approach",2016,36,"Rahul Jain and Surjya K Pal and Shiv B Singh",https://www.researchgate.net/profile/Rahul_Jain50/publication/303596869_A_study_on_the_variation_of_forces_and_temperature_in_a_friction_stir_welding_process_A_finite_element_approach/links/5a12b970458515cc5aa9ee77/A-study-on-the-variation-of-forces-and-temperature-in-a-friction-stir-welding-process-A-finite-element-approach.pdf,345
552,"University of Hartford",641,"The functional effect of segmental trunk and head control training in moderate-to-severe cerebral palsy: A randomized controlled trial",2018,6,"Derek John Curtis and Marjorie Woollacott and Jesper Bencke and Hanne Bloch Lauridsen and Sandy Saavedra and Thomas Bandholm and Stig Sonne-Holm",,346
553,"Research Staff, Lawrence Livermore National Laboratory",1028,"Use of spherical harmonics for dislocation dynamics in anisotropic elastic media",2013,22,"S Aubry and A Arsenlis",,175
554,"Unknown affiliation",3489,"Identification of a 46‐kD latex protein allergen in health care workers",1994,119,"DH Beezhold and GL Sussman and DA Kostyal and N‐S Chang",https://onlinelibrary.wiley.com/doi/pdf/10.1111/j.1365-2249.1994.tb05505.x,347
555,"Associate Professor, lektor, Aalborg University",1382,"The importance of shadows in augmented reality",1970,25,"Claus B Madsen",,348
556,"Department of Physics, National University of Singapore",14812,"Carbon nanotube thermal transport: ballistic to diffusive",2006,193,"Jian Wang and Jian-Sheng Wang",https://arxiv.org/pdf/cond-mat/0510565,300
557,"University of Nevada at Las Vegas",14521,"Magneto-aerotaxis in marine coccoid bacteria",1997,431,"Richard B Frankel and Dennis A Bazylinski and Mark S Johnson and Barry L Taylor",https://www.sciencedirect.com/science/article/pii/S0006349597781323/pdf?md5=ca90201fc911210b7de771a5843bb747&pid=1-s2.0-S0006349597781323-main.pdf&_valck=1,349
558,"Lecturer in Psychology,  Nottingham Trent University",95,"Social network engagement and subjective well‐being: a life‐course perspective",2019,1,"Daniel Wheatley and Sarah L Buglass",,350
559,"University of Texas at Rio Grande Valley-School of Medicine",600,"The influences of reproductive status and acute stress on the levels of phosphorylated mu opioid receptor immunoreactivity in rat hippocampus",2011,19,"Keith L Gonzales and Jeanette D Chapleau and Joseph P Pierce and David T Kelter and Tanya J Williams and Annelyn Torres-Reveron and Bruce S McEwen and Elizabeth M Waters and Teresa A Milner",https://www.frontiersin.org/articles/10.3389/fendo.2011.00018,351
560,"Unknown affiliation",1103,"Numerical and experimental investigation of hydrodynamic characteristics of deformable hydrofoils",2009,27,"Antoine Ducoin and Francois Deniset and Jacques André Astolfi and Jean-François Sigrist",,352
561,"Professor Adjunto Universidade Federal de Ouro Preto",294,"First cytogenetic characterization of a species of the arboreal ant genus Azteca Forel, 1978 (Dolichoderinae, Formicidae)",2012,10,"Danon Cardoso and Maykon P Cristiano and Luísa Barros and Denilce Lopes and Silvia Pompolo",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3833797/,353
562,"University of Freiburg, Germany and Concept Engineering GmbH, Freiburg, Germany",905,"Minimal Critical Subsystems for Discrete-Time Markov Models",1970,36,"Ralf Wimmer and Nils Jansen and Erika Ábrahám and Bernd Becker and Joost-Pieter Katoen",https://link.springer.com/content/pdf/10.1007/978-3-642-28756-5_21.pdf,NULL
563,"Tongji University, Shanxi Transportation Research Institute",13987,"Thermoelectric materials: Energy conversion between heat and electricity",2015,459,"Xiao Zhang and Li-Dong Zhao",https://www.sciencedirect.com/science/article/pii/S2352847815000258,NULL
564,"Unknown affiliation",278,"The role of methylnaltrexone in opioid-induced constipation",2013,2,"Thaddaus R Hellwig and April A Pottebaum",http://www.sdsma.org/docs/pdfs-new_site/Journal/2013/SDMOct2013.pdf#page=35,354
565,"Professor, School of Chemical Engineering, The University of Adelaide, Australia",29877,"Novel applications of red mud as coagulant, adsorbent and catalyst for environmentally benign processes",2008,472,"Shaobin Wang and HM Ang and MO Tadé",,NULL
566,"Escola de Química e Alimentos, Universidade Federal do Rio Grande - FURG",290,"Densenvovimento de reator tipo «dip catalyst» para filmes poliméricos contendo nanoparticulas de metais de transição",1970,6,"Deyvid GM Oliveira and Glademir Alvarenga and Carla W Scheeren and Gilber R Rosa",http://quimicanova.sbq.org.br/imagebank/pdf/NT13795.pdf,285
567,"University of Copenhagen",1033,"The Distortive Effects of Too-Big-To-Fail: Evidence from the Danish Market for Retail Deposits",1970,31,"Rajkamal Iyer and Thais Lærkholm Jensen and Niels Johannesen and Adam Sheridan",,355
568,"Professor of Mathematics, University of Wollongong, Australia",2497,"A new analytical approximation formula for the optimal exercise boundary of American put options",2006,62,"Song-Ping Zhu",https://ro.uow.edu.au/cgi/viewcontent.cgi?article=1449&context=infopapers,356
569,"Royal Canin",106,"Post-oral and perioral stimulations during nursing enhance appetitive olfactory memory in neonatal rabbits",2009,7,"J Serra and G Ferreira and L Mirabito and F Lévy and R Nowak",https://academic.oup.com/chemse/article/34/5/405/302865,192
570,"Postdoc - Laboraroty of Medicine and Pathobiology - University of Toronto",76,"Structure and kinetics assays of recombinant Schistosoma mansoni dihydrofolate reductase",2017,5,"Vitor Hugo Balasco Serrão and Larissa Romanello and Alexandre Cassago and Juliana Roberta Torini de Souza and Juliana Cheleski and Ricardo DeMarco and José Brandão-Neto and Humberto D’Muniz Pereira",https://www.researchgate.net/profile/Humberto_Pereira2/publication/314635324_Structure_and_kinetics_assays_of_recombinant_Schistosoma_mansoni_dihydrofolate_reductase/links/59dd16bea6fdcc276fa27831/Structure-and-kinetics-assays-of-recombinant-Schistosoma-mansoni-dihydrofolate-reductase.pdf,24
571,"Medical Institute of Bioregulation, Kyushu University",5425,"High-throughput technique for comprehensive analysis of Japanese green tea quality assessment using ultra-performance liquid chromatography with time-of-flight mass …",2008,111,"Wipawee Pongsuwan and Takeshi Bamba and Kazuo Harada and Tsutomu Yonetani and Akio Kobayashi and Eiichiro Fukusaki",,186
572,NDVSU,286,"Effect of antioxidant preservative on cold protection ability of low grade riverine buffalo (Bubalus bubalis) bull spermatozoa",2009,6,"Prabhat Kumar Pankaj and VS Raina and B Roy and TK Mohanty and A Mishra",http://www.ajas.info/upload/pdf/22-84.pdf,62
573,"NSRI (Nippon Steel & Sumikin Research Institute Corporation)",1572,"Kinetics of heterocoagulation 1. A comparison of theory and experiment",1992,59,"Hiroshi Kihira and Niels Ryde and Egon Matijević",,357
574,"Berlin University of Technology em.",2556,"Joint inversion of surface nuclear magnetic resonance and vertical electrical sounding",2002,58,"Marian Hertrich and Ugur Yaramanci",,18
575,"Instituto Tecnológico de Costa Rica",434,"Electrochemical investigations of magnesium in DMEM with biodegradable polycaprolactone coating as corrosion barrier",2013,60,"J Degner and F Singer and L Cordero and Aldo R. Boccaccini and S Virtanen",,178
576,"Michigan State University",2886,"Provider experiences with prison care and aftercare for women with co-occurring mental health and substance use disorders: Treatment, resource, and systems integration challenges",2015,45,"Jennifer E Johnson and Yael Chatav Schonbrun and Marlanea E Peabody and Ruth T Shefner and Karen M Fernandes and Rochelle K Rosen and Caron Zlotnick",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4156568/,358
577,"University of California, San Diego",4119,"Nanoengineering ultra-high-performance concrete with multiwalled carbon nanotubes",2010,59,"Kay Wille and Kenneth J Loh",https://www.researchgate.net/profile/Kenneth_Loh/publication/245563764_Nanoengineering_Ultra-High-Performance_Concrete_with_Multiwalled_Carbon_Nanotubes/links/5590658e08ae15962d8c4a8c/Nanoengineering-Ultra-High-Performance-Concrete-with-Multiwalled-Carbon-Nanotubes.pdf,70
578,"Institute of Biomedical Sciences, Academia Sinica",10413,"Cell activation and apoptosis by bacterial lipoproteins through toll-like receptor-2",1999,1691,"Antonios O Aliprantis and Ruey-Bing Yang and Melanie R Mark and Shelly Suggett and Brigitte Devaux and Justin D Radolf and Gary R Klimpel and Paul Godowski and Arturo Zychlinsky",http://citeseerx.ist.psu.edu/viewdoc/download?doi=10.1.1.1026.3886&rep=rep1&type=pdf,313
579,"chung nam national university",109,"Detection of epistatic interaction of two QTLs, gw8. 1 and gw9. 1, underlying grain weight using nearly isogenic lines in rice",1970,7,"Feng-Xue Jin and Shi-Dong Ji and Xiao-Bo Xie and Ju-Won Kang and Hong-Guang Ju and Sang-Nag Ahn",https://www.jstage.jst.go.jp/article/jsbbs/61/1/61_1_69/_pdf,359
580,"Zonguldak Bulent Ecevit Universitesi",80,"Effects of autapse and channel blockage on firing regularity in a biological neuronal network",2017,1,"Rukiye Uzun and Mahmut Ozer",https://dergipark.org.tr/download/article-file/272040,360
581,"University of Graz",1999,"Austria's CO2 responsibility and the carbon content of its international trade",2010,86,"Pablo Muñoz and Karl W Steininger",https://www.researchgate.net/profile/Pablo_Munoz28/publication/223504840_Austria%27s_CO2_responsibility_and_the_carbon_content_of_its_international_trade/links/5b44e474458515b4f6612b65/Austrias-CO2-responsibility-and-the-carbon-content-of-its-international-trade.pdf,261
582,"Postdoc at Joint Genome Institute",660,"Biochemical characterization of a 27 kDa 1, 3-β-D-glucanase from Trichoderma asperellum induced by cell wall of Rhizoctonia solani",2012,26,"Raquel da Silva Aires and Andrei Stecca Steindorff and Marcelo Henrique Soller Ramada and Saulo José Linhares de Siqueira and Cirano José Ulhoa",https://www.sciencedirect.com/science/article/pii/S0144861711007843,361
583,"BMT Program Director. National Center for Cancer Care and Research. Hamad Medical Corporation. Doha",3221,"Trichosporon beigelii: a life-threatening pathogen in immunocompromised hosts",1970,93,"Buket Erer and Mariella Galimberti and Guido Lucarelli and Claudio Giardini and Polchi and Paola and Donatella Baronciani and Djavid Gaziev and Angelucci Emanuele and Giorgio and Izzi",https://www.researchgate.net/profile/Paola_Polchi2/publication/12571595_Trichosporon_beigelii_A_life-threatening_pathogen_in_immunocompromised_hosts/links/0a85e5315f122e94ee000000/Trichosporon-beigelii-A-life-threatening-pathogen-in-immunocompromised-hosts.pdf,266
584,"Associate Professor, Department of Economics and Statistics University of Naples Federico II",572,"Parsimonious time series clustering using p-splines",2016,10,"Carmela Iorio and Gianluca Frasso and Antonio D’Ambrosio and Roberta Siciliano",,362
585,"Scientist, Los Alamos National Laboratory",2481,"Numerical representation of geostrophic modes on arbitrarily structured C-grids",2009,136,"John Thuburn and Todd D Ringler and William C Skamarock and Joseph B Klemp",https://ore.exeter.ac.uk/repository/bitstream/handle/10871/9402/Numerical%20representation%20of%20geostrophic%20modes%20on%20arbitrarily%20structured%20C-grids.pdf?sequence=2&isAllowed=y,325
586,"Dong-A University",709,"Self-separated freestanding GaN using a  interlayer",2007,32,"Hyun-Jae Lee and SW Lee and H Goto and Sang-Hyun Lee and Hyo-Jong Lee and JS Ha and Takenari Goto and MW Cho and T Yao and Soon-Ku Hong",,300
587,"Professor in Cognitive Development",10480,"Individual differences in working memory",2006,258,"Chris Jarrold and John N Towse",,86
588,"Researcher, Tokyo University of Agriculture and Technology",175,"Genotypic difference in 137Cs accumulation and transfer from the contaminated field in Fukushima to azuki bean (Vigna angularis)",2016,4,"Khin Thuzar Win and Aung Zaw Oo and Katsuhiro Kojima and Djedidi Salem and Hiroko Yamaya and Sonoko Dorothea Bellingrath-Kimura and Norihiko Tomooka and Akito Kaga and Naoko Ohkama-Ohtsu and Tadashi Yokoyama",,363
589,"School of Mathematical Sciences, University College Dublin",359,"On the response of large-amplitude internal waves to upstream disturbances",2012,4,"Roberto Camassa and Claudio Viotti",,40
590,"Istituto Italiano di Tecnologia",2566,"CsPb2Br5 Single Crystals: Synthesis and Characterization",2017,27,"Ibrahim Dursun and Michele De Bastiani and Bekir Turedi and Badriah Alamer and Aleksander Shkurenko and Jun Yin and Ahmed M El‐Zohry and Issam Gereige and Ahmed AlSaggaf and Omar F Mohammed and Mohamed Eddaoudi and Osman M Bakr",https://onlinelibrary.wiley.com/doi/full/10.1002/cssc.201701131,364
591,"Professor, Spatial Hearing Laboratory, Chiba Institute of Technology, Japan",1005,"Low and intermediate cycle fatigue strength of butt-welds containing weld defect",1970,23,"Yu Ishii",,365
592,"York MRI Facility, Centre for Vision Research, York University",1011,"Living with one eye: plasticity in visual and auditory systems",1970,18,"Krista R Kelly and Stefania S Moro and Jennifer KE Steeves and MRM Jenkin and JKE Steeves and LR Harris",,366
593,"Research Staff, Lawrence Livermore National Laboratory",1028,"Dislocation dynamics simulation of Frank-Read sources in anisotropic α-Fe",2012,22,"SP Fitzgerald and S Aubry and SL Dudarev and W Cai",,175
594,"Charles Sturt University",404,"Modelling writing: Using the genre approach in the Japanese as a foreign language classroom",1970,4,"Yuko Ramzan and Elizabeth Thomson",,NULL
595,"University of Chicago",2312,"Donor–acceptor–donor type organic semiconductor containing quinoidal benzo [1, 2-b: 4, 5-b′] dithiophene for high performance n-channel field-effect transistors",1970,18,"Shitao Wang and Mao Wang and Xu Zhang and Xiaodi Yang and Qiuliu Huang and Xiaolan Qiao and Haixia Zhang and Qinghe Wu and Yu Xiong and Jianhua Gao and Hongxiang Li",,367
596,"Australian national university",2452,"Colonial Records History: British Malaya",1987,40,"Anthony C Milner",,368
597,"University of Maragheh",228,"Plant biostimulants (Funneliformis mosseae and humic substances) rather than chemical fertilizer improved biochemical responses in peppermint.",2018,1,"Saleh Shahabivand and Akbar Padash and Ahmad Aghaee and Yousef Nasiri and Parisa Fathi Rezaei",http://ijpp.iau-saveh.ac.ir/article_539109_0b1b447078f0d59e8aa9042b13b5d889.pdf,270
